"id","anger","awe","being_moved","boredom","confusion","enchantment","energy","fascination","feeling_of_beauty/liking","feeling_of_ugliness","humor","insight","intellectual_challenge","interest","joy","nostalgia","relaxation","sadness","surprise","uneasiness","vitality"
"2555",0,0.375,0.2857142857142857,0.33333333333333337,0,0.25,0,0.25,0.5,0,0,0.14285714285714285,0,0.25,0.25,0.2857142857142857,0.5,0.25,0,0,0
"2556",0,0,0.2857142857142857,0,0.2857142857142857,0,0,0.25,0.25,0,0,0.14285714285714285,0.125,0.25,0,0.14285714285714285,0,0.375,0.25,0.2857142857142857,0
"2557",0,0,0.5714285714285714,0,0.2857142857142857,0.25,0,0.25,0.25,0,0,0.14285714285714285,0.125,0.25,0.25,0.4285714285714285,0.25,0.5,0.125,0.4285714285714285,0
"2558",0,0,0.7142857142857143,0,0.14285714285714285,0,0,0.25,0.25,0,0,0.14285714285714285,0.125,0.25,0,0.5714285714285714,0.125,0.625,0,0.4285714285714285,0
"2953",0,0.75,0.4285714285714285,0,0,0.5,0,0.5,0.875,0,0,0.14285714285714285,0,0.25,0.5,0.2857142857142857,0.75,0.125,0,0,0
"2954",0,0.625,0.2857142857142857,0.33333333333333337,0,0.5,0,0.625,0.75,0,0,0.14285714285714285,0,0.25,0.5,0.2857142857142857,0.75,0,0,0,0.14285714285714285
"2955",0,0.75,0.5714285714285714,0,0,0.75,0.2857142857142857,0.5,0.875,0,0.125,0.14285714285714285,0,0.375,0.75,0.4285714285714285,0.75,0.125,0.125,0,0.2857142857142857
"2956",0,0.75,0.5714285714285714,0,0,0.75,0.2857142857142857,0.5,0.875,0,0,0.14285714285714285,0.125,0.5,0.75,0.5714285714285714,0.75,0.25,0,0,0.2857142857142857
"4826",0,0.25,0.14285714285714285,0.33333333333333337,0.7142857142857143,0.25,0.14285714285714285,0.375,0.25,0.375,0.125,0.2857142857142857,0.125,0.5,0.25,0.2857142857142857,0,0.25,0.375,0.5714285714285714,0.14285714285714285
"4827",0.20000000000000007,0.375,0.14285714285714285,0,0.7142857142857143,0.25,0,0.5,0.25,0.5,0,0.2857142857142857,0.125,0.625,0,0.14285714285714285,0,0.25,0.375,0.7142857142857143,0.14285714285714285
"4828",0,0.25,0.2857142857142857,0.33333333333333337,0.7142857142857143,0.25,0,0.625,0.25,0.375,0,0.14285714285714285,0.25,0.75,0,0,0,0.25,0.375,0.7142857142857143,0
"4829",0,0.5,0.14285714285714285,0,0.7142857142857143,0.375,0,0.625,0.25,0,0.125,0.2857142857142857,0.25,0.75,0.125,0.2857142857142857,0,0.125,0.25,0.5714285714285714,0.14285714285714285
"5213",0,0.75,0.5714285714285714,0,0,0.75,0.14285714285714285,0.75,1,0,0.125,0.14285714285714285,0.125,0.5,0.75,0.5714285714285714,0.5,0.25,0.125,0,0.14285714285714285
"5214",0,0.75,0.4285714285714285,0.6666666666666666,0.5714285714285714,0.75,0.2857142857142857,0.875,0.75,0.25,0.125,0.4285714285714285,0.625,0.75,0.5,0.2857142857142857,0.25,0.125,0.5,0.2857142857142857,0.4285714285714285
"5215",0,0.625,0.4285714285714285,0.33333333333333337,0.8571428571428571,0.5,0.2857142857142857,0.625,0.5,0.125,0.125,0.5714285714285714,0.5,0.75,0,0,0.125,0,0.75,0.2857142857142857,0.2857142857142857
"5216",0,0.75,0.5714285714285714,0,0.8571428571428571,0.75,0.4285714285714285,0.875,0.75,0.125,0,0.4285714285714285,0.375,1,0.5,0.4285714285714285,0.25,0.25,0.5,0.4285714285714285,0.5714285714285714
"5601",0,0.625,0.4285714285714285,0,0.2857142857142857,0.625,0.2857142857142857,0.75,0.625,0,0,0.4285714285714285,0.25,0.75,0.25,0.4285714285714285,0.5,0.5,0.25,0.2857142857142857,0.2857142857142857
"5602",0,0.5,0.2857142857142857,0,0.14285714285714285,0.5,0.14285714285714285,0.5,0.625,0,0,0.2857142857142857,0.25,0.625,0.25,0.2857142857142857,0.25,0.375,0.125,0.4285714285714285,0.14285714285714285
"5603",0,0.5,0.8571428571428571,0,0.5714285714285714,0,0,0.5,0.375,0,0,0.4285714285714285,0.125,0.375,0,0.4285714285714285,0.125,0.875,0,0.8571428571428571,0
"5604",0,0.75,0.4285714285714285,0,0.2857142857142857,0.875,0.2857142857142857,0.875,0.875,0,0.125,0.2857142857142857,0.25,0.625,0.625,0.4285714285714285,0.75,0.25,0.125,0.14285714285714285,0.2857142857142857
"5988",0,0.75,0.5714285714285714,0.33333333333333337,0.8571428571428571,0.75,0.2857142857142857,0.75,0.625,0,0.125,0.7142857142857143,0.75,0.75,0.25,0.4285714285714285,0.25,0.375,0.75,0.8571428571428571,0.2857142857142857
"5989",0.4,0.75,0.4285714285714285,0,0.5714285714285714,0.5,0.2857142857142857,0.75,0.625,0,0,0.14285714285714285,0.125,0.5,0.25,0.4285714285714285,0.25,0.5,0.5,0.7142857142857143,0.2857142857142857
"5990",0,0.75,0.5714285714285714,0,0.4285714285714285,0.75,0.14285714285714285,0.5,0.625,0,0,0.2857142857142857,0.25,0.5,0.25,0.8571428571428571,0.25,0.625,0.125,0.5714285714285714,0.14285714285714285
"5991",0,0.875,0.5714285714285714,0.33333333333333337,0.5714285714285714,0.75,0.2857142857142857,0.75,0.75,0,0,0.4285714285714285,0.5,0.75,0.25,0.8571428571428571,0.5,0.625,0.25,0.4285714285714285,0.2857142857142857
"4830",0,0.25,0.2857142857142857,0.6666666666666666,0.4285714285714285,0.375,0,0.625,0.375,0.125,0.25,0,0,0.625,0.25,0.14285714285714285,0.5,0,0.25,0.2857142857142857,0.14285714285714285
"4831",0,0.625,0.4285714285714285,0.6666666666666666,0.14285714285714285,0.75,0.2857142857142857,0.625,0.75,0,0.375,0.14285714285714285,0.125,0.5,0.5,0.5714285714285714,0.5,0.125,0.125,0,0.14285714285714285
"4832",0,0.5,0.2857142857142857,0.33333333333333337,0,0.625,0.2857142857142857,0.5,0.75,0,0.375,0.14285714285714285,0.25,0.5,0.75,0.2857142857142857,0.25,0,0.25,0,0.2857142857142857
"4833",0,0,0.14285714285714285,0.33333333333333337,0.2857142857142857,0.25,0,0.375,0.25,0,0.125,0,0.125,0.5,0,0,0,0,0.25,0.14285714285714285,0
"5217",0,1,0.4285714285714285,0,0.14285714285714285,0.875,0.4285714285714285,0.75,1,0,0.125,0.2857142857142857,0.375,0.75,0.75,0.2857142857142857,0.5,0,0.125,0,0.4285714285714285
"5218",0,0.75,0.14285714285714285,0.33333333333333337,0,0.75,0.4285714285714285,0.75,0.875,0,0.125,0,0.375,0.75,0.75,0.14285714285714285,0.25,0,0.125,0,0.4285714285714285
"5219",0,1,0.7142857142857143,0,0.14285714285714285,1,0.5714285714285714,0.875,1,0,0.125,0.2857142857142857,0.5,0.875,0.75,0.14285714285714285,0.25,0,0.25,0,0.7142857142857143
"5220",0,0.75,0.4285714285714285,0,0.14285714285714285,0.875,0.5714285714285714,0.875,1,0,0.5,0.2857142857142857,0.375,0.875,0.75,0,0.25,0,0.375,0,0.4285714285714285
"5605",0,0.375,0.2857142857142857,0.33333333333333337,0.14285714285714285,0.5,0.2857142857142857,0.75,0.75,0,0.125,0,0.25,0.5,0.625,0.2857142857142857,0.25,0,0.5,0,0.2857142857142857
"5606",0,0.125,0.14285714285714285,0.33333333333333337,0.4285714285714285,0.375,0,0.375,0.5,0,0.25,0,0.125,0.5,0.25,0.2857142857142857,0,0,0.5,0.14285714285714285,0.14285714285714285
"5607",0,0.25,0.4285714285714285,0,0.2857142857142857,0.375,0,0.25,0.5,0,0,0.14285714285714285,0.125,0.5,0.125,0.5714285714285714,0.25,0.25,0.5,0.14285714285714285,0
"5608",0,0.5,0.4285714285714285,0,0,0.625,0,0.625,0.75,0,0.125,0.14285714285714285,0.125,0.625,0.5,0.7142857142857143,0.375,0.25,0.25,0,0
"5992",0,0.875,0.4285714285714285,0,0,0.875,0.4285714285714285,0.75,0.875,0,0.125,0.14285714285714285,0.125,0.5,0.75,0.4285714285714285,0.75,0,0.125,0,0.4285714285714285
"5993",0,0.875,0.7142857142857143,0,0,0.75,0.2857142857142857,0.75,1,0,0.125,0.14285714285714285,0.125,0.375,0.75,0.4285714285714285,1,0,0.125,0,0.2857142857142857
"5994",0,0.875,0.5714285714285714,0.33333333333333337,0,0.875,0.2857142857142857,0.625,1,0,0.125,0.14285714285714285,0.125,0.25,0.75,0.2857142857142857,1,0,0.125,0,0.2857142857142857
"5995",0,0.875,0.8571428571428571,0,0,1,0.5714285714285714,0.875,1,0,0.125,0.2857142857142857,0.125,0.625,0.875,0.5714285714285714,1,0.25,0.125,0,0.5714285714285714
"1761",0,0.625,0.4285714285714285,0,0.14285714285714285,0.75,0.4285714285714285,0.75,0.75,0,0.25,0.2857142857142857,0.375,0.75,0.75,0.2857142857142857,0.5,0,0.125,0,0.4285714285714285
"1762",0,0.5,0.14285714285714285,0.6666666666666666,0.14285714285714285,0.625,0.14285714285714285,0.625,0.75,0,0.375,0.14285714285714285,0.25,0.5,0.75,0.2857142857142857,0.5,0,0.125,0,0.2857142857142857
"1763",0,0.75,0.4285714285714285,0.33333333333333337,0,0.75,0.7142857142857143,0.75,1,0,0.5,0.2857142857142857,0.125,0.625,0.75,0.2857142857142857,0.25,0,0.25,0,0.7142857142857143
"1764",0,0.375,0.2857142857142857,0.6666666666666666,0.14285714285714285,0.5,0.2857142857142857,0.625,0.75,0,0.25,0.2857142857142857,0.125,0.75,0.5,0.2857142857142857,0.5,0,0.125,0,0.14285714285714285
"2160",0,0.75,0.4285714285714285,0.33333333333333337,0.14285714285714285,0.75,0.4285714285714285,0.75,0.75,0,0.25,0.2857142857142857,0.5,0.75,0.5,0,0.25,0,0.375,0,0.5714285714285714
"2161",0,0.625,0.4285714285714285,0,0,0.75,0.4285714285714285,0.75,0.875,0,0.375,0.2857142857142857,0.375,0.75,0.75,0.2857142857142857,0.375,0,0.125,0,0.4285714285714285
"2162",0,0.875,0.5714285714285714,0,0.2857142857142857,0.75,0.7142857142857143,0.75,1,0,0.25,0.4285714285714285,0.375,0.75,0.75,0.2857142857142857,0.25,0,0.5,0,0.7142857142857143
"2163",0,0.5,0.4285714285714285,0.33333333333333337,0,0.625,0.2857142857142857,0.75,0.75,0,0.25,0.2857142857142857,0.25,0.5,0.625,0.2857142857142857,0.5,0,0.125,0,0.14285714285714285
"2559",0,0.625,0.4285714285714285,0.33333333333333337,0,0.5,0.2857142857142857,0.75,0.75,0,0.125,0.14285714285714285,0.125,0.75,0.5,0.5714285714285714,0.5,0,0.125,0,0.2857142857142857
"2560",0,0.25,0.2857142857142857,0.33333333333333337,0,0.375,0,0.5,0.75,0,0,0.14285714285714285,0.125,0.5,0.375,0.14285714285714285,0.75,0,0,0,0
"2561",0,0.25,0,0,0.2857142857142857,0.25,0,0.375,0.25,0,0.125,0,0.125,0.625,0.25,0,0,0,0,0,0
"2562",0,0.125,0.14285714285714285,0.33333333333333337,0,0.125,0.14285714285714285,0.375,0.5,0,0,0,0,0.375,0,0.14285714285714285,0.25,0,0,0,0
"2957",0,0.625,0.5714285714285714,0,0.14285714285714285,0.75,0.2857142857142857,0.75,1,0,0.375,0.2857142857142857,0.25,0.5,0.75,0.4285714285714285,0.75,0,0.25,0,0.4285714285714285
"2958",0,0.5,0.4285714285714285,0.33333333333333337,0,0.75,0.4285714285714285,0.5,0.75,0,0.125,0.14285714285714285,0.125,0.5,0.75,0.4285714285714285,0.5,0,0.125,0,0.4285714285714285
"2959",0,0.75,0.5714285714285714,0,0.2857142857142857,0.75,0.4285714285714285,0.75,0.75,0,0.125,0.4285714285714285,0.25,0.75,0.625,0.14285714285714285,0.5,0,0.375,0,0.4285714285714285
"2960",0,0.75,0.4285714285714285,0.33333333333333337,0,0.75,0.2857142857142857,0.625,1,0,0,0.14285714285714285,0.125,0.5,0.75,0.2857142857142857,0.75,0,0.125,0,0.2857142857142857
"1765",0,0.625,0.14285714285714285,0.33333333333333337,0.14285714285714285,0.5,0.2857142857142857,0.75,0.75,0,0.125,0.14285714285714285,0.25,0.75,0.375,0,0.25,0,0.25,0,0.2857142857142857
"1766",0,0.375,0.4285714285714285,0,0.4285714285714285,0.5,0.2857142857142857,0.625,0.75,0,0.25,0.4285714285714285,0.375,0.75,0.5,0.14285714285714285,0.25,0.125,0.25,0,0.2857142857142857
"1767",0,0.75,0.2857142857142857,0,0.14285714285714285,0.75,0.7142857142857143,0.625,0.75,0,0.125,0.2857142857142857,0.125,0.5,0.625,0.2857142857142857,0.25,0,0.25,0,0.5714285714285714
"1768",0,0.625,0.4285714285714285,0.33333333333333337,0.14285714285714285,0.75,0.4285714285714285,0.75,0.75,0,0.125,0.2857142857142857,0.375,0.75,0.5,0.2857142857142857,0.25,0,0.25,0,0.4285714285714285
"2164",0,0.75,0.2857142857142857,0.33333333333333337,0.2857142857142857,0.875,0.5714285714285714,0.875,0.875,0,0.25,0.4285714285714285,0.5,0.75,0.625,0,0.25,0,0.375,0,0.5714285714285714
"2165",0,0.625,0.2857142857142857,0.33333333333333337,0.2857142857142857,0.625,0.5714285714285714,0.75,0.75,0,0.125,0.2857142857142857,0.5,0.75,0.5,0.14285714285714285,0.25,0,0.375,0,0.5714285714285714
"2166",0,0.375,0.2857142857142857,0,0.14285714285714285,0.625,0.2857142857142857,0.75,0.75,0,0.375,0.2857142857142857,0.375,0.75,0.5,0,0.25,0,0.25,0,0.2857142857142857
"2167",0,0.75,0.4285714285714285,0,0.2857142857142857,0.75,0.7142857142857143,0.75,0.75,0,0.125,0.5714285714285714,0.5,0.75,0.5,0.14285714285714285,0.25,0,0.375,0,0.7142857142857143
"2563",0,0.375,0.4285714285714285,0,0.7142857142857143,0.25,0,0.5,0.25,0,0.125,0.5714285714285714,0.5,0.5,0,0.4285714285714285,0.125,0.75,0.375,0.5714285714285714,0
"2564",0,0.25,0.5714285714285714,0,0.4285714285714285,0.25,0,0.5,0.5,0,0.125,0.2857142857142857,0.125,0.5,0,0.4285714285714285,0,0.75,0.25,0.4285714285714285,0
"2565",0.4,0.125,0.2857142857142857,0,0.7142857142857143,0,0,0.25,0,0.25,0,0.14285714285714285,0.25,0.375,0,0.14285714285714285,0,0.5,0.375,0.8571428571428571,0
"2566",0,0.625,0.4285714285714285,0.33333333333333337,0,0.75,0.4285714285714285,0.75,0.875,0,0.125,0.2857142857142857,0.125,0.75,0.5,0.14285714285714285,0.5,0,0.125,0,0.4285714285714285
"2961",0,1,0.5714285714285714,0,0.2857142857142857,1,0.4285714285714285,0.75,1,0,0.125,0.4285714285714285,0.375,0.75,0.875,0.2857142857142857,0.5,0.25,0.375,0.14285714285714285,0.4285714285714285
"2962",0,0.75,0.2857142857142857,0,0.14285714285714285,0.625,0.5714285714285714,0.625,0.75,0,0.125,0.2857142857142857,0.375,0.5,0.5,0.2857142857142857,0.25,0,0.125,0,0.5714285714285714
"2963",0,0.75,0.5714285714285714,0.33333333333333337,0.14285714285714285,0.75,0.2857142857142857,0.75,0.875,0,0.125,0.2857142857142857,0.25,0.625,0.5,0.4285714285714285,0.75,0,0.125,0,0.2857142857142857
"2964",0,0.625,0.4285714285714285,0,0,0.625,0.2857142857142857,0.625,0.875,0,0,0.14285714285714285,0.125,0.375,0.5,0.5714285714285714,0.5,0.125,0.125,0,0.2857142857142857
"167",0,0.375,0.4285714285714285,0,0,0.5,0.2857142857142857,0.5,0.75,0,0.125,0.2857142857142857,0.25,0.5,0.5,0.2857142857142857,0.75,0,0.125,0,0.2857142857142857
"168",0,0.5,0.4285714285714285,0.33333333333333337,0.14285714285714285,0.625,0.2857142857142857,0.5,0.75,0,0.125,0.4285714285714285,0.25,0.5,0.625,0.4285714285714285,0.75,0,0.125,0,0.2857142857142857
"169",0,0.625,0.4285714285714285,0,0.14285714285714285,0.75,0.2857142857142857,0.75,0.875,0,0,0.4285714285714285,0.375,0.75,0.5,0.14285714285714285,0.75,0,0.25,0,0.2857142857142857
"170",0,0.75,0.4285714285714285,0.33333333333333337,0,0.75,0.14285714285714285,0.5,0.875,0,0.125,0.14285714285714285,0.125,0.25,0.625,0.2857142857142857,1,0,0.125,0,0.14285714285714285
"563",0,0.5,0.2857142857142857,0,0.14285714285714285,0.5,0.14285714285714285,0.75,0.75,0,0,0.4285714285714285,0.375,0.75,0.5,0.14285714285714285,0.75,0,0.25,0,0.2857142857142857
"564",0,0.375,0.2857142857142857,0.33333333333333337,0.14285714285714285,0.625,0.2857142857142857,0.75,0.75,0,0.75,0,0.125,0.5,0.75,0.14285714285714285,0.25,0,0.25,0,0.2857142857142857
"565",0,0.5,0.4285714285714285,0.33333333333333337,0,0.75,0.14285714285714285,0.75,1,0,0,0.14285714285714285,0.25,0.5,0.5,0.2857142857142857,1,0,0.125,0,0.14285714285714285
"566",0,0.625,0.4285714285714285,0.33333333333333337,0,0.75,0.2857142857142857,0.75,0.75,0,0.125,0.2857142857142857,0.375,0.75,0.5,0.2857142857142857,0.75,0,0.125,0,0.2857142857142857
"963",0,0.75,0.4285714285714285,0,0,0.625,0.14285714285714285,0.5,0.75,0,0,0.2857142857142857,0.125,0.375,0.5,0.2857142857142857,0.75,0,0,0,0.14285714285714285
"964",0,0.375,0.4285714285714285,0.33333333333333337,0,0.375,0,0.25,0.5,0,0.125,0.14285714285714285,0,0.25,0.25,0.4285714285714285,0.75,0.25,0,0,0
"965",0,0,0.5714285714285714,0,0.2857142857142857,0.125,0.14285714285714285,0.25,0.5,0,0,0.14285714285714285,0.125,0.375,0.125,0.4285714285714285,0.25,0.75,0,0.2857142857142857,0.14285714285714285
"966",0,0.125,0.2857142857142857,0,0.2857142857142857,0.25,0,0.25,0.25,0,0,0.2857142857142857,0.125,0.375,0,0.2857142857142857,0,0.375,0.125,0.5714285714285714,0
"1362",0,0.75,0.5714285714285714,0,0,0.75,0.2857142857142857,0.75,1,0,0,0.2857142857142857,0.125,0.25,0.75,0.14285714285714285,0.75,0,0.125,0,0.2857142857142857
"1363",0,0.75,0.5714285714285714,0,0.14285714285714285,0.75,0.2857142857142857,0.75,1,0,0.125,0.14285714285714285,0.25,0.5,0.75,0.4285714285714285,1,0,0.125,0,0.2857142857142857
"1364",0,0.75,0.4285714285714285,0,0,0.75,0.14285714285714285,0.625,1,0,0,0.14285714285714285,0.125,0.25,0.75,0.4285714285714285,1,0,0,0,0.14285714285714285
"1365",0,0.5,0.2857142857142857,0,0,0.5,0,0.375,0.875,0,0.125,0.14285714285714285,0.125,0.25,0.5,0.2857142857142857,1,0,0.125,0,0
"3340",0,0.75,0.4285714285714285,0.33333333333333337,0.2857142857142857,0.75,0.2857142857142857,0.75,0.75,0,0.125,0.4285714285714285,0.625,0.75,0.5,0.2857142857142857,0.5,0.25,0.375,0.14285714285714285,0.2857142857142857
"3341",0,0.75,0.5714285714285714,0.33333333333333337,0,0.75,0.2857142857142857,0.75,1,0,0.125,0.4285714285714285,0.25,0.625,0.75,0.5714285714285714,0.625,0.125,0.125,0,0.2857142857142857
"3342",0,1,0.7142857142857143,0,0.2857142857142857,1,0.5714285714285714,0.875,0.75,0,0.25,0.7142857142857143,0.625,1,0.75,0.5714285714285714,0.5,0.25,0.375,0.14285714285714285,0.5714285714285714
"3343",0,0.75,0.7142857142857143,0.33333333333333337,0.2857142857142857,0.75,0.4285714285714285,0.875,0.875,0,0.125,0.5714285714285714,0.375,1,0.625,0.4285714285714285,0.5,0.125,0.375,0.14285714285714285,0.5714285714285714
"3721",0,0.75,0.4285714285714285,0,0.4285714285714285,0.75,0.5714285714285714,0.875,0.75,0,0.125,0.4285714285714285,0.625,1,0.75,0.5714285714285714,0.5,0.125,0.625,0,0.4285714285714285
"3722",0,1,0.7142857142857143,0.33333333333333337,0.14285714285714285,0.875,0.7142857142857143,1,1,0,0.125,0.4285714285714285,0.625,1,0.75,0.14285714285714285,0.5,0.125,0.375,0,0.8571428571428571
"3723",0,0.75,0.5714285714285714,0.33333333333333337,0.4285714285714285,0.875,0.4285714285714285,0.875,1,0,0.375,0.7142857142857143,0.75,0.875,0.75,0.2857142857142857,0.25,0.125,0.5,0,0.7142857142857143
"3724",0,0.75,0.5714285714285714,0,0.14285714285714285,1,0.4285714285714285,0.875,1,0,0.375,0.4285714285714285,0.375,0.75,0.75,0.14285714285714285,0.5,0,0.375,0,0.4285714285714285
"4105",0,0.75,0.5714285714285714,0,0.2857142857142857,0.75,0.2857142857142857,0.75,0.875,0,0.125,0.4285714285714285,0.5,0.75,0.5,0.2857142857142857,0.625,0.125,0.25,0,0.2857142857142857
"4106",0,0.75,0.5714285714285714,0,0.2857142857142857,0.75,0.14285714285714285,0.75,0.875,0,0.125,0.5714285714285714,0.5,0.75,0.5,0.5714285714285714,0.625,0.25,0.25,0.14285714285714285,0.2857142857142857
"4107",0,0.75,0.7142857142857143,0.33333333333333337,0.5714285714285714,0.75,0.2857142857142857,0.75,0.75,0,0.125,0.5714285714285714,0.5,0.75,0.375,0.5714285714285714,0.25,0.625,0.5,0.2857142857142857,0.2857142857142857
"4108",0,0.75,0.7142857142857143,0,0.14285714285714285,1,0.2857142857142857,1,1,0,0.125,0.5714285714285714,0.5,1,0.75,0.4285714285714285,0.75,0,0.125,0,0.2857142857142857
"4486",0,0.875,0.7142857142857143,0,0.4285714285714285,0.875,0.4285714285714285,0.75,1,0,0.125,0.4285714285714285,0.375,0.75,0.75,0.5714285714285714,0.625,0.25,0.375,0,0.4285714285714285
"4487",0,0.875,0.7142857142857143,0,0.2857142857142857,0.75,0.2857142857142857,0.75,1,0,0.125,0.2857142857142857,0.375,0.75,0.75,0.4285714285714285,0.75,0.125,0.25,0,0.2857142857142857
"4488",0,1,0.8571428571428571,0.33333333333333337,0.2857142857142857,1,0.4285714285714285,1,1,0,0.25,0.5714285714285714,0.5,0.75,0.75,0.7142857142857143,0.625,0.25,0.375,0,0.5714285714285714
"4489",0,0.875,0.5714285714285714,0.33333333333333337,0.14285714285714285,0.75,0.2857142857142857,0.75,1,0,0.125,0.4285714285714285,0.375,0.625,0.75,0.5714285714285714,0.75,0.25,0.25,0,0.2857142857142857
"1769",0,0.5,0.4285714285714285,0,0.4285714285714285,0.75,0.5714285714285714,0.875,0.75,0,0.625,0.2857142857142857,0.5,1,0.75,0.2857142857142857,0.25,0,0.5,0,0.7142857142857143
"1770",0,0.5,0.4285714285714285,0,0,0.625,0.4285714285714285,0.75,0.75,0,0.375,0.2857142857142857,0.25,0.75,0.75,0.4285714285714285,0.625,0,0.125,0,0.4285714285714285
"1771",0,0.625,0.4285714285714285,0.6666666666666666,0,0.5,0.4285714285714285,0.75,0.875,0,0.25,0,0.125,0.5,0.75,0,0.5,0,0.125,0,0.4285714285714285
"1772",0,0.375,0.2857142857142857,0,0.14285714285714285,0.5,0.4285714285714285,0.75,0.75,0,0.25,0.14285714285714285,0.125,0.625,0.625,0.14285714285714285,0.5,0,0.125,0.14285714285714285,0.4285714285714285
"2168",0,0.625,0.2857142857142857,0.33333333333333337,0.14285714285714285,0.625,0.4285714285714285,0.75,0.875,0,0.375,0.14285714285714285,0.375,0.75,0.75,0,0.25,0,0.375,0,0.5714285714285714
"2169",0,0.625,0.4285714285714285,0.33333333333333337,0,0.875,0.5714285714285714,0.75,0.875,0,0.375,0.2857142857142857,0.25,0.625,0.75,0.2857142857142857,0.375,0,0.25,0,0.4285714285714285
"2170",0,0.375,0.14285714285714285,0.33333333333333337,0,0.5,0.14285714285714285,0.75,0.75,0,0.125,0,0.125,0.625,0.5,0,0.125,0,0.125,0,0.14285714285714285
"2171",0,1,0.5714285714285714,0,0.14285714285714285,1,0.7142857142857143,0.875,1,0,0.375,0.4285714285714285,0.5,1,0.75,0.4285714285714285,0.5,0,0.25,0,0.7142857142857143
"2567",0,0.75,0.2857142857142857,0.33333333333333337,0.2857142857142857,0.875,0.4285714285714285,0.875,1,0,0.25,0.2857142857142857,0.375,0.75,0.75,0.14285714285714285,0.25,0,0.375,0,0.4285714285714285
"2568",0,0.5,0.4285714285714285,0.33333333333333337,0.14285714285714285,0.75,0.2857142857142857,0.875,1,0,0.375,0.14285714285714285,0.125,0.75,0.75,0.14285714285714285,0.5,0,0.375,0,0.2857142857142857
"2569",0,0.875,0.7142857142857143,0,0.14285714285714285,0.75,0.5714285714285714,0.75,1,0,0.125,0.4285714285714285,0.375,0.75,0.75,0.2857142857142857,0.5,0,0.5,0,0.5714285714285714
"2570",0,0.25,0.4285714285714285,0.33333333333333337,0,0.5,0,0.375,0.75,0,0.125,0.14285714285714285,0,0.25,0.5,0.2857142857142857,0.75,0,0,0,0
"2965",0,0.875,0.5714285714285714,0.33333333333333337,0.4285714285714285,0.75,0.2857142857142857,0.75,0.875,0,0.125,0.5714285714285714,0.25,0.75,0.5,0.2857142857142857,0.5,0,0.625,0,0.2857142857142857
"2966",0,0.75,0.7142857142857143,0.33333333333333337,0.4285714285714285,1,0.5714285714285714,0.75,1,0,0.25,0.4285714285714285,0.375,0.75,0.75,0.4285714285714285,0.75,0.25,0.375,0,0.5714285714285714
"2967",0,1,0.7142857142857143,0.33333333333333337,0.2857142857142857,1,0.8571428571428571,0.875,1,0,0.25,0.5714285714285714,0.625,1,0.875,0.4285714285714285,0.75,0.125,0.5,0,0.8571428571428571
"2968",0,1,0.7142857142857143,0.33333333333333337,0.2857142857142857,1,0.4285714285714285,0.875,1,0,0.25,0.4285714285714285,0.375,0.625,0.75,0.2857142857142857,0.5,0.125,0.5,0,0.5714285714285714
"171",0,0.625,0.5714285714285714,0.33333333333333337,0.14285714285714285,1,0.5714285714285714,0.75,1,0,0.75,0.2857142857142857,0.375,0.625,1,0.4285714285714285,0.875,0,0.25,0,0.5714285714285714
"172",0,0.375,0.4285714285714285,0,0,0.875,0.5714285714285714,0.75,0.875,0,0.75,0.14285714285714285,0.25,0.75,1,0.4285714285714285,0.75,0,0.125,0,0.4285714285714285
"173",0,0.625,0.5714285714285714,0,0,0.75,0.4285714285714285,0.5,0.875,0,0.75,0.14285714285714285,0.125,0.375,0.875,0.4285714285714285,0.75,0,0.125,0,0.2857142857142857
"174",0,0.5,0.4285714285714285,0,0.2857142857142857,0.75,0.5714285714285714,0.625,0.875,0,0.75,0.2857142857142857,0.375,0.75,0.875,0.4285714285714285,0.5,0,0.375,0,0.5714285714285714
"567",0,0.5,0.5714285714285714,0.33333333333333337,0,0.875,0.4285714285714285,0.625,0.875,0,0.5,0.14285714285714285,0.375,0.5,0.75,0.4285714285714285,0.75,0,0.125,0,0.2857142857142857
"568",0,0.25,0.2857142857142857,0,0,0.75,0.2857142857142857,0.625,0.75,0,0.75,0,0.125,0.5,0.75,0.2857142857142857,0.5,0,0.125,0,0.2857142857142857
"569",0,0.5,0.2857142857142857,0,0,0.75,0.2857142857142857,0.75,0.875,0,0.75,0,0.125,0.375,0.75,0.14285714285714285,0.75,0,0.125,0,0.2857142857142857
"570",0,0.5,0.4285714285714285,0.33333333333333337,0,0.875,0.4285714285714285,0.75,1,0,0.75,0,0.125,0.5,1,0.4285714285714285,0.75,0,0.125,0,0.4285714285714285
"967",0,0,0.5714285714285714,0,0.14285714285714285,0,0,0.25,0.375,0,0,0.14285714285714285,0,0.25,0.125,0.4285714285714285,0.25,0.75,0,0.2857142857142857,0
"968",0,0,0.5714285714285714,0.33333333333333337,0.14285714285714285,0.25,0,0.25,0.375,0,0.125,0.14285714285714285,0,0.25,0.25,0.4285714285714285,0.5,0.5,0,0.14285714285714285,0
"969",0,0.125,0.14285714285714285,0.33333333333333337,0.14285714285714285,0.375,0.14285714285714285,0.375,0.5,0,0.125,0,0,0.25,0.25,0.2857142857142857,0.5,0,0.25,0.2857142857142857,0.14285714285714285
"970",0,0.25,0.7142857142857143,0,0,0.375,0,0.375,0.625,0,0.25,0.14285714285714285,0,0.25,0.375,0.5714285714285714,0.25,0.625,0,0.14285714285714285,0
